,GrLivArea,SalePrice,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,Baths,Class_1.5story,Class_1story_dev,Class_2story,Class_2story_dev,Class_duplex,Class_split,Lot_Corner,Lot_CulDSac,Lot_FR,Foundation_Concrete,Foundation_Other
346,1298,180000,0,0.0,11200,0,0,0,6,5,1985,1985,0,85.0,4,3,4.0,3.0,1258.0,0.0,40.0,1298.0,3,1,0.0,0,3,1,4,5,7,1,3.0,2.0,1.0,2.0,403.0,3.0,3.0,1,165,26,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0
347,1482,143000,1,50.0,9000,0,0,0,7,9,1920,1988,1,0.0,3,4,3.0,3.0,624.0,0.0,26.0,650.0,5,1,0.0,0,3,1,3,7,7,0,0.0,1.0,1.0,2.0,324.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,0,0,1,0,0,0,0,0,0,1,0
348,1839,221000,0,58.0,16770,1,0,0,7,5,1998,1998,0,30.0,4,3,4.0,3.0,0.0,0.0,1195.0,1195.0,4,1,0.0,0,4,1,3,7,7,0,0.0,2.0,3.0,2.0,486.0,3.0,3.0,1,0,81,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,1,0,1,0
349,1025,153500,0,59.0,8660,1,0,0,5,5,1976,1976,0,113.0,3,4,4.0,3.0,502.0,0.0,513.0,1015.0,3,1,0.0,0,3,1,3,6,7,1,2.0,1.0,1.0,2.0,370.0,3.0,3.0,1,127,0,0,0,0,0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0
350,923,143000,0,50.0,8012,0,0,0,6,5,1980,1980,0,0.0,3,3,4.0,3.0,543.0,119.0,261.0,923.0,3,1,0.0,0,2,1,3,5,7,1,3.0,2.0,2.0,1.0,264.0,3.0,3.0,1,80,0,0,0,0,0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0
351,1720,332000,0,65.0,10816,1,0,0,9,5,2008,2008,0,364.0,5,3,5.0,3.0,1104.0,0.0,616.0,1720.0,5,1,0.0,0,3,1,5,8,7,1,4.0,2.0,2.0,3.0,846.0,3.0,3.0,1,208,104,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
352,1362,143000,0,85.0,14115,1,0,0,5,5,1993,1995,0,0.0,3,3,4.0,3.0,732.0,0.0,64.0,796.0,5,1,0.0,0,1,1,3,5,7,0,0.0,2.0,1.0,2.0,480.0,3.0,3.0,1,40,30,0,320,0,0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,1
353,1550,241000,1,65.0,8125,0,0,0,7,5,2006,2007,0,100.0,4,3,4.0,3.0,812.0,0.0,280.0,1092.0,5,1,0.0,0,2,1,4,7,7,0,0.0,2.0,3.0,2.0,438.0,3.0,3.0,1,0,168,0,0,0,0,0.0,3.0,0,0,1,0,0,0,0,0,0,1,0
354,952,135750,0,0.0,8475,1,0,0,4,7,1956,1956,0,0.0,3,3,3.0,3.0,228.0,0.0,724.0,952.0,5,1,1.0,0,2,1,3,4,7,0,0.0,1.0,1.0,1.0,283.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
355,882,112500,0,70.0,7700,0,0,0,5,5,1972,1972,0,0.0,3,3,3.0,3.0,138.0,468.0,276.0,882.0,3,1,0.0,0,3,1,3,5,7,0,0.0,1.0,1.0,2.0,461.0,3.0,3.0,1,96,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0
356,1665,205950,1,65.0,8125,0,0,0,7,6,2007,2007,0,0.0,4,3,4.0,3.0,0.0,0.0,813.0,813.0,5,1,0.0,0,3,1,4,7,7,0,0.0,2.0,2.0,2.0,562.0,3.0,3.0,1,0,0,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
357,990,146000,0,60.0,8428,1,0,0,5,7,1994,1994,0,0.0,3,4,4.0,4.0,420.0,0.0,570.0,990.0,5,1,0.0,0,3,1,3,5,7,0,0.0,1.0,1.0,1.0,384.0,3.0,3.0,1,256,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
358,1412,175000,0,130.0,11457,1,0,0,6,5,1988,1988,0,0.0,3,3,4.0,3.0,1005.0,0.0,387.0,1392.0,3,1,0.0,0,3,1,4,6,7,1,3.0,2.0,1.0,2.0,576.0,3.0,3.0,1,0,0,169,0,0,0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0
359,1660,256000,1,85.0,10625,0,0,0,8,5,2007,2007,0,292.0,4,3,4.0,3.0,0.0,0.0,1660.0,1660.0,5,1,0.0,0,3,1,4,7,7,1,4.0,2.0,3.0,3.0,660.0,3.0,3.0,1,133,120,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
360,1144,129000,0,68.0,9571,0,0,0,5,6,1956,1956,0,0.0,3,3,3.0,3.0,739.0,0.0,405.0,1144.0,3,1,0.0,0,3,1,3,6,7,0,0.0,2.0,1.0,1.0,596.0,3.0,3.0,1,44,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
361,990,145000,0,57.0,9245,1,0,0,5,5,1994,1995,0,0.0,3,3,4.0,3.0,686.0,0.0,304.0,990.0,5,1,0.0,0,3,1,3,5,7,0,0.0,1.0,1.0,2.0,672.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,1,0
362,1120,148800,0,0.0,10710,0,0,0,5,7,1966,2004,1,165.0,4,3,3.0,3.0,644.0,0.0,220.0,864.0,5,1,0.0,0,3,1,3,5,7,1,3.0,2.0,2.0,2.0,656.0,3.0,3.0,1,0,162,0,0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,1,0
363,987,89500,1,21.0,1680,0,0,0,6,3,1971,1971,0,604.0,3,3,3.0,3.0,358.0,0.0,125.0,483.0,3,1,0.0,0,2,1,3,5,7,0,0.0,1.0,1.0,1.0,264.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,0,0,0,1,0,0,0,0,0,0,0
364,1374,167000,0,61.0,9734,1,0,0,7,5,2004,2004,0,0.0,4,3,4.0,3.0,241.0,113.0,30.0,384.0,5,1,0.0,0,3,1,4,7,7,0,0.0,1.0,3.0,2.0,400.0,3.0,3.0,1,0,0,0,0,0,0,0.0,2.5,0,0,0,0,0,1,0,0,0,1,0
365,1442,157900,0,75.0,9750,0,0,0,6,6,1958,1958,0,243.0,3,3,3.0,3.0,608.0,0.0,834.0,1442.0,4,1,0.0,0,4,1,3,7,7,0,0.0,2.0,2.0,1.0,301.0,3.0,3.0,1,0,0,275,0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0
366,1494,177500,0,0.0,7500,1,1,0,6,7,1942,1950,0,0.0,3,3,3.0,3.0,547.0,0.0,224.0,771.0,2,1,0.0,0,3,1,4,7,7,2,4.0,2.0,1.0,1.0,213.0,3.0,3.0,0,0,0,0,0,224,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0
367,1279,171500,0,75.0,10125,0,0,0,6,6,1977,1977,0,0.0,3,3,3.0,3.0,641.0,279.0,276.0,1196.0,3,1,0.0,0,3,1,3,6,7,2,2.0,1.0,1.0,2.0,473.0,3.0,3.0,1,238,83,0,0,0,0,3.0,2.5,0,0,0,0,0,0,0,0,0,0,0
368,1040,109900,0,60.0,7200,0,0,0,4,5,1950,1950,0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0,2,1,3,4,7,0,0.0,1.0,1.0,2.0,420.0,3.0,3.0,1,0,29,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1
369,1651,184000,0,47.0,12416,1,0,0,6,5,1986,1986,0,132.0,3,3,4.0,2.0,1398.0,208.0,0.0,1606.0,3,1,0.0,0,3,1,3,7,5,1,3.0,2.0,3.0,2.0,616.0,3.0,3.0,1,192,0,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0
370,1875,184500,0,81.0,10530,0,0,0,6,6,1975,2000,0,248.0,3,3,3.0,2.0,548.0,0.0,127.0,675.0,3,1,0.0,0,3,1,4,8,7,1,3.0,2.0,2.0,2.0,485.0,3.0,3.0,1,48,28,0,0,0,0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0
371,1710,334000,0,60.0,8118,0,1,0,9,5,2007,2007,1,178.0,5,3,5.0,3.0,1034.0,0.0,676.0,1710.0,5,1,0.0,0,2,1,5,6,7,1,4.0,2.0,2.0,2.0,557.0,3.0,3.0,1,156,48,0,0,0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0
372,1537,294000,0,74.0,11563,1,1,0,8,5,2006,2007,1,258.0,4,3,5.0,3.0,1036.0,0.0,482.0,1518.0,5,1,0.0,0,3,1,4,8,7,0,0.0,2.0,3.0,3.0,788.0,3.0,3.0,1,0,26,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
373,2683,290000,0,0.0,9205,1,0,0,6,5,1990,1991,1,304.0,4,3,4.0,3.0,704.0,0.0,226.0,930.0,5,1,0.0,0,4,1,4,9,7,2,4.0,2.0,2.0,2.0,473.0,3.0,3.0,1,237,251,0,0,196,0,0.0,3.5,0,0,1,0,0,0,0,0,0,1,0
374,1470,135000,0,60.0,8172,0,0,0,4,6,1954,1972,0,0.0,3,3,3.0,3.0,0.0,0.0,941.0,941.0,5,1,0.0,0,4,1,3,7,7,0,0.0,1.0,1.0,1.0,548.0,3.0,3.0,1,0,0,0,0,156,0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0
375,2385,252000,0,83.0,10790,0,0,0,7,5,1998,1998,0,275.0,4,3,4.0,3.0,0.0,0.0,1066.0,1066.0,5,1,0.0,0,4,1,4,8,7,1,3.0,1.0,3.0,3.0,600.0,3.0,3.0,1,120,38,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
376,1673,270000,0,0.0,11354,0,0,0,7,5,2000,2000,0,0.0,4,3,3.0,3.0,1412.0,0.0,261.0,1673.0,5,1,0.0,0,3,1,4,7,7,1,3.0,2.0,2.0,2.0,583.0,3.0,3.0,1,306,113,0,0,116,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
377,1742,275000,0,0.0,6563,1,1,1,8,5,1985,1985,0,0.0,4,3,4.0,3.0,1148.0,0.0,594.0,1742.0,3,1,0.0,0,2,1,4,5,7,1,3.0,2.0,2.0,2.0,564.0,3.0,3.0,1,114,28,234,0,0,0,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0
378,1652,200000,0,0.0,22002,0,0,0,6,7,1959,1991,0,136.0,3,4,3.0,3.0,1386.0,0.0,206.0,1592.0,4,1,0.0,0,3,1,4,6,7,1,4.0,2.0,2.0,2.0,510.0,3.0,3.0,1,0,0,0,0,201,0,0.0,2.5,0,0,0,0,0,0,1,0,0,0,0
379,1606,255900,0,70.0,9658,1,0,0,8,5,2006,2006,0,383.0,4,3,4.0,3.0,0.0,0.0,1598.0,1598.0,4,1,0.0,0,3,1,4,6,7,1,4.0,2.0,2.0,3.0,871.0,3.0,3.0,1,230,60,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
380,1020,200000,1,35.0,3907,1,1,1,8,5,1988,1988,0,0.0,3,3,4.0,3.0,577.0,0.0,427.0,1004.0,4,1,0.0,0,1,1,3,4,7,0,0.0,2.0,1.0,2.0,509.0,3.0,3.0,1,135,0,0,0,0,0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0
381,1895,194500,0,0.0,10832,1,0,0,7,5,1994,1996,0,0.0,4,3,4.0,3.0,0.0,0.0,712.0,712.0,5,1,0.0,0,3,1,4,7,7,1,3.0,2.0,3.0,2.0,409.0,3.0,3.0,1,143,46,0,0,0,0,0.0,2.5,0,0,1,0,0,0,1,0,0,1,0
382,1661,165500,0,80.0,9600,0,0,0,6,6,1955,1996,1,0.0,3,3,3.0,3.0,831.0,0.0,161.0,992.0,4,1,0.0,0,3,1,4,8,7,1,3.0,1.0,2.0,1.0,377.0,3.0,3.0,1,0,28,0,0,178,0,3.0,2.0,0,0,0,0,0,1,0,0,0,0,0
383,1604,187500,0,72.0,8702,1,0,0,6,5,1997,1998,0,0.0,3,3,3.0,3.0,706.0,0.0,220.0,926.0,5,1,0.0,0,3,1,3,7,7,1,3.0,2.0,3.0,2.0,470.0,3.0,3.0,1,0,36,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
384,1614,225000,0,78.0,9316,0,0,0,7,5,2005,2005,0,140.0,4,3,4.0,3.0,56.0,0.0,1558.0,1614.0,5,1,0.0,0,3,1,4,7,7,1,4.0,2.0,3.0,2.0,576.0,3.0,3.0,1,100,45,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
385,1245,100000,1,0.0,8239,0,0,0,5,6,1920,1962,0,0.0,3,3,3.0,3.0,176.0,0.0,832.0,1008.0,3,1,0.0,0,3,1,3,6,7,0,0.0,1.0,1.0,1.0,315.0,3.0,3.0,1,0,0,334,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1
386,1913,177000,0,57.0,7558,0,1,0,6,6,1928,1950,0,0.0,3,3,3.0,3.0,0.0,0.0,896.0,896.0,4,1,0.0,0,3,1,3,9,7,1,3.0,1.0,1.0,2.0,342.0,2.0,2.0,1,0,0,0,0,0,0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1
387,1991,220000,0,0.0,11275,1,1,1,6,7,1932,1950,0,480.0,3,3,3.0,3.0,297.0,557.0,0.0,854.0,3,1,0.0,0,3,1,3,7,7,1,4.0,1.0,1.0,2.0,432.0,3.0,2.0,1,0,0,19,0,0,0,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0
388,1661,224900,0,48.0,12137,1,0,0,7,5,1998,1998,0,442.0,3,3,4.0,3.0,0.0,0.0,1649.0,1649.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,2.0,2.0,598.0,3.0,3.0,1,0,34,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,1,0,1,0
389,1377,156500,0,80.0,8000,0,0,0,5,5,1960,1960,1,0.0,3,3,3.0,3.0,1098.0,154.0,125.0,1377.0,3,1,0.0,0,3,1,3,6,7,2,3.0,2.0,1.0,1.0,351.0,3.0,3.0,1,0,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0
390,1566,139000,1,50.0,6000,0,0,0,5,7,1924,1950,0,145.0,3,4,3.0,3.0,0.0,0.0,816.0,816.0,5,1,0.0,0,5,1,4,7,7,0,0.0,1.0,1.0,2.0,450.0,3.0,3.0,1,24,0,296,0,0,0,3.0,1.5,1,0,0,0,0,0,0,0,0,1,0
391,1297,153000,0,74.0,8532,0,0,0,5,6,1954,1990,1,650.0,3,3,3.0,3.0,1213.0,0.0,84.0,1297.0,4,1,0.0,0,3,1,3,5,7,1,3.0,2.0,3.0,2.0,498.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0
392,1092,88000,1,21.0,2217,0,0,0,4,4,1970,1970,0,0.0,3,3,3.0,3.0,273.0,273.0,0.0,546.0,3,1,0.0,0,3,1,3,6,7,0,0.0,2.0,2.0,1.0,286.0,3.0,3.0,1,238,0,0,0,0,0,0.0,1.5,0,0,0,1,0,0,0,0,0,0,0
393,1771,115000,0,100.0,21750,0,0,0,5,4,1960,2006,1,75.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0,3,1,3,9,6,1,3.0,2.0,1.0,2.0,336.0,3.0,3.0,1,0,0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1
394,1392,100000,0,60.0,9900,0,0,0,5,4,1915,1950,0,0.0,2,2,3.0,3.0,1026.0,0.0,186.0,1212.0,3,0,0.0,0,3,1,3,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,168,0,0,0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1
395,1550,195000,0,66.0,21780,0,0,0,6,5,1920,1950,0,0.0,3,3,3.0,2.0,0.0,0.0,817.0,817.0,4,1,1.0,0,3,1,3,7,5,1,3.0,1.0,1.0,1.0,318.0,3.0,3.0,0,0,0,429,0,0,0,3.0,1.5,1,0,0,0,0,0,0,0,0,1,0
396,1398,172000,0,50.0,7175,0,0,0,6,5,1990,1991,0,0.0,4,3,4.0,3.0,904.0,0.0,494.0,1398.0,4,1,0.0,0,2,1,4,5,7,0,0.0,2.0,2.0,2.0,542.0,3.0,3.0,1,0,46,0,0,0,0,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
397,1822,259000,0,79.0,14122,1,0,0,8,5,2005,2006,1,240.0,4,3,5.0,3.0,28.0,0.0,1794.0,1822.0,5,1,0.0,0,3,1,5,8,7,1,4.0,2.0,2.0,3.0,678.0,3.0,3.0,1,0,119,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
398,1296,90000,0,72.0,10791,0,0,0,4,5,1967,1967,0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0,2,2,3,6,7,0,0.0,1.0,1.0,2.0,516.0,3.0,3.0,1,0,0,0,0,0,0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1
399,1908,202900,0,85.0,14191,0,0,0,8,5,2002,2002,0,0.0,4,3,4.0,3.0,0.0,0.0,967.0,967.0,5,1,0.0,0,4,1,4,9,7,0,0.0,2.0,3.0,2.0,431.0,3.0,3.0,1,135,0,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
400,2067,206000,0,0.0,12732,1,0,0,7,6,1974,1974,0,0.0,3,3,3.0,3.0,560.0,42.0,150.0,752.0,3,1,0.0,0,3,1,4,7,7,2,3.0,2.0,2.0,2.0,784.0,3.0,3.0,1,297,40,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,1,0,0,0
401,1680,222000,0,0.0,21695,1,0,0,6,9,1988,2007,1,260.0,4,4,4.0,3.0,808.0,0.0,72.0,880.0,5,1,0.0,0,3,1,4,5,7,1,4.0,2.0,3.0,2.0,540.0,3.0,3.0,1,292,44,0,182,0,0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0
402,1083,172000,0,0.0,9927,1,0,0,7,5,1976,1976,0,252.0,4,3,5.0,3.0,1005.0,0.0,42.0,1047.0,3,1,0.0,0,2,1,3,5,7,1,2.0,2.0,2.0,2.0,596.0,3.0,3.0,1,444,0,40,0,0,0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0
403,1784,138887,0,96.0,13132,0,0,0,5,5,1914,1950,0,0.0,3,3,4.0,3.0,0.0,0.0,747.0,747.0,4,1,1.0,0,4,1,3,9,7,0,0.0,1.0,1.0,1.0,180.0,2.0,2.0,0,203,40,0,0,0,0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,1
404,1250,139000,0,53.0,5362,0,0,0,5,6,1910,2003,0,0.0,3,3,3.0,3.0,0.0,0.0,661.0,661.0,5,1,0.0,0,3,1,3,8,7,1,4.0,1.0,1.0,2.0,552.0,3.0,3.0,1,242,0,81,0,0,0,0.0,2.0,1,0,0,0,0,0,1,0,0,1,0
405,1830,278000,0,0.0,20355,0,1,1,7,6,1967,1967,0,123.0,3,3,4.0,3.0,810.0,826.0,229.0,1865.0,3,1,0.0,0,2,1,3,6,7,2,4.0,2.0,1.0,2.0,521.0,3.0,3.0,1,0,115,168,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
406,2673,249000,0,0.0,12388,1,0,0,7,7,1980,1991,0,229.0,3,3,4.0,3.0,602.0,0.0,441.0,1043.0,3,1,0.0,0,4,1,4,9,7,1,3.0,1.0,2.0,2.0,441.0,3.0,3.0,1,178,84,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0
407,1480,136500,0,60.0,11100,0,0,0,5,6,1951,1994,0,0.0,3,3,3.0,3.0,1080.0,0.0,0.0,1080.0,3,0,0.0,0,4,1,3,7,7,1,4.0,2.0,1.0,1.0,253.0,3.0,3.0,1,0,0,68,0,0,0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0
408,1020,64500,1,63.0,4761,0,0,0,3,3,1918,1950,0,0.0,2,2,3.0,2.0,0.0,0.0,1020.0,1020.0,2,0,1.0,0,2,1,2,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,105,0,0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1
409,1495,150000,0,75.0,12890,1,0,0,6,5,1989,1989,0,128.0,3,3,4.0,3.0,0.0,0.0,1495.0,1495.0,5,1,0.0,0,3,1,3,8,7,1,3.0,2.0,1.0,2.0,438.0,3.0,3.0,1,252,0,192,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
410,2008,225000,0,78.0,7800,0,1,1,5,8,1948,2002,0,0.0,3,4,3.0,4.0,603.0,0.0,293.0,896.0,5,1,0.0,0,3,1,5,8,7,0,0.0,2.0,1.0,1.0,230.0,3.0,3.0,1,103,0,0,0,0,0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0
411,1092,93900,1,21.0,1495,0,0,0,4,6,1970,1970,0,189.0,3,3,3.0,3.0,384.0,0.0,162.0,546.0,5,1,0.0,0,3,1,3,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,64,0,0,0,0,0.0,1.5,0,0,0,1,0,0,0,0,0,0,0
412,1204,130000,0,30.0,3701,1,0,0,8,5,1987,1987,0,0.0,3,3,4.0,3.0,0.0,0.0,1191.0,1191.0,3,1,0.0,0,2,1,3,5,7,0,0.0,2.0,2.0,2.0,461.0,3.0,3.0,1,120,70,0,0,0,0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0
413,1314,230000,0,34.0,5001,1,0,0,7,5,2007,2008,0,166.0,4,3,4.0,3.0,904.0,0.0,410.0,1314.0,5,1,0.0,0,2,1,4,6,7,1,4.0,2.0,2.0,2.0,626.0,3.0,3.0,1,172,62,0,0,0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0
414,1229,124000,1,24.0,1300,0,0,0,6,6,1980,1980,0,0.0,3,3,4.0,3.0,285.0,0.0,276.0,561.0,3,1,0.0,0,2,1,3,5,7,1,3.0,2.0,3.0,2.0,462.0,3.0,3.0,1,150,0,0,0,0,0,4.0,1.5,0,0,0,1,0,0,0,0,0,0,0
415,2200,145900,0,67.0,8777,0,0,0,5,7,1900,2003,0,0.0,3,3,3.0,3.0,1084.0,0.0,188.0,1272.0,4,1,0.0,0,4,2,3,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70,0,0,0,0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0
416,1216,115000,1,60.0,5520,1,0,0,5,7,1920,1997,0,0.0,3,4,3.0,3.0,68.0,0.0,497.0,565.0,3,1,0.0,0,3,1,3,6,7,1,4.0,1.0,2.0,1.0,355.0,2.0,3.0,1,0,0,180,0,0,0,3.0,2.0,1,0,0,0,0,0,0,0,1,0,1
417,2020,239500,0,80.0,9828,1,0,0,8,5,1995,1995,0,0.0,4,3,4.0,3.0,584.0,0.0,544.0,1128.0,5,1,0.0,0,3,1,4,8,7,1,3.0,2.0,2.0,2.0,466.0,3.0,3.0,1,0,155,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
418,1309,181000,0,78.0,10140,0,0,0,6,6,1974,1999,1,99.0,3,3,3.0,3.0,663.0,377.0,0.0,1040.0,2,1,0.0,0,3,1,4,5,7,1,2.0,2.0,2.0,2.0,484.0,3.0,3.0,1,265,0,0,0,0,648,4.0,2.5,0,0,0,0,0,0,0,0,0,0,0
419,1464,175000,0,70.0,12886,1,0,0,5,6,1963,1999,0,0.0,3,3,4.0,3.0,444.0,0.0,76.0,520.0,5,1,0.0,0,3,1,3,6,5,1,3.0,2.0,2.0,2.0,480.0,3.0,3.0,1,302,0,0,0,100,0,0.0,2.5,0,0,0,0,0,1,0,0,0,0,0
420,1962,149500,1,57.0,8094,0,0,0,4,5,1915,1950,0,0.0,3,2,3.0,3.0,0.0,0.0,888.0,888.0,5,1,0.0,0,4,1,3,9,7,1,3.0,1.0,1.0,2.0,572.0,3.0,3.0,1,160,0,364,0,0,0,4.0,1.5,1,0,0,0,0,0,0,0,0,0,0
421,1629,270000,0,85.0,14536,0,0,0,8,5,2002,2003,1,236.0,4,3,4.0,3.0,1300.0,0.0,316.0,1616.0,5,1,0.0,0,3,1,4,9,7,1,4.0,2.0,3.0,3.0,808.0,3.0,3.0,1,0,252,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
422,960,145000,0,0.0,10246,1,0,0,4,9,1965,2001,0,0.0,3,4,3.0,4.0,648.0,0.0,0.0,648.0,5,1,0.0,0,0,1,3,3,7,0,0.0,2.0,1.0,1.0,364.0,3.0,3.0,1,88,0,0,0,0,0,0.0,1.5,0,0,0,0,0,1,0,1,0,0,0
423,1363,241500,0,73.0,39104,1,1,1,7,7,1954,2005,1,0.0,3,3,4.0,3.0,226.0,1063.0,96.0,1385.0,5,1,0.0,0,2,1,3,5,4,2,3.0,2.0,1.0,2.0,439.0,3.0,3.0,1,81,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0
424,928,112500,1,50.0,6000,0,0,0,5,6,1957,1957,1,0.0,3,3,3.0,3.0,308.0,0.0,620.0,928.0,4,1,1.0,0,3,1,3,5,7,0,0.0,2.0,3.0,1.0,288.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
425,1558,152000,1,75.0,13710,0,0,0,5,5,1950,1950,0,0.0,3,3,3.0,3.0,420.0,0.0,490.0,910.0,3,1,1.0,0,4,1,3,6,7,0,0.0,2.0,1.0,1.0,282.0,3.0,3.0,1,289,0,0,0,0,0,3.0,1.5,1,0,0,0,0,0,0,0,0,0,0
426,1792,186500,0,93.0,10261,1,0,0,6,5,2000,2000,0,318.0,3,3,4.0,3.0,0.0,0.0,936.0,936.0,5,1,0.0,0,3,1,3,8,7,1,3.0,2.0,3.0,2.0,451.0,3.0,3.0,1,0,0,0,0,0,0,0.0,3.5,0,0,1,0,0,0,0,0,0,1,0
427,1442,185000,0,0.0,11717,1,0,0,6,6,1970,1970,1,571.0,3,3,3.0,3.0,0.0,0.0,1442.0,1442.0,3,1,0.0,0,2,1,3,6,7,1,3.0,2.0,2.0,2.0,615.0,3.0,3.0,1,371,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
428,2110,244000,0,93.0,11160,0,0,0,7,5,1968,1968,1,0.0,4,3,3.0,3.0,1065.0,0.0,1045.0,2110.0,5,1,0.0,0,3,1,5,8,7,2,3.0,2.0,3.0,2.0,522.0,3.0,3.0,1,0,0,0,0,0,0,0.0,3.5,0,0,0,0,0,0,1,0,0,0,0
